,network,campaign,country_code,install,cost,rev_14,event_date,rev_30
0,adwords,4w_MTD_V1_Adjust_PHI_230622 (17556219990),Argentina,2,0.0,0.017099999999999997,2,0.017099999999999997
1,adwords,4w_MTD_V1_Adjust_PHI_230622 (17556219990),Australia,1,0.0,0.0191,1,0.0191
2,adwords,4w_MTD_V1_Adjust_PHI_230622 (17556219990),Brazil,3477,139.2506,108.54129999999999,28,114.9841
3,adwords,4w_MTD_V1_Adjust_PHI_230622 (17556219990),Canada,1,0.0,0.1383,1,0.1383
4,adwords,4w_MTD_V1_Adjust_PHI_230622 (17556219990),France,1,0.0,0.0005,1,0.0005
5,adwords,4w_MTD_V1_Adjust_PHI_230622 (17556219990),Germany,1,0.0,0.5475,1,0.5502
6,adwords,4w_MTD_V1_Adjust_PHI_230622 (17556219990),Guatemala,1,0.0,0.06,1,0.06
7,adwords,4w_MTD_V1_Adjust_PHI_230622 (17556219990),India,2,0.0,0.1794,2,0.201
8,adwords,4w_MTD_V1_Adjust_PHI_230622 (17556219990),Indonesia,3459,133.78669999999997,86.82109999999999,31,91.8228
9,adwords,4w_MTD_V1_Adjust_PHI_230622 (17556219990),Jordan,1,0.0,0.0,1,0.0
10,adwords,4w_MTD_V1_Adjust_PHI_230622 (17556219990),Malaysia,1418,45.6326,83.8054,26,90.73240000000001
11,adwords,4w_MTD_V1_Adjust_PHI_230622 (17556219990),Mexico,2589,104.03969999999998,81.82219999999997,28,86.69779999999999
12,adwords,4w_MTD_V1_Adjust_PHI_230622 (17556219990),Myanmar,1,0.0,0.0,1,0.0
13,adwords,4w_MTD_V1_Adjust_PHI_230622 (17556219990),Philippines,11281,443.8826,357.5016999999999,39,374.69410000000005
14,adwords,4w_MTD_V1_Adjust_PHI_230622 (17556219990),Portugal,33,1.0066,0.8167000000000001,13,1.0872000000000002
15,adwords,4w_MTD_V1_Adjust_PHI_230622 (17556219990),Singapore,6,0.0,0.1678,4,0.19
16,adwords,4w_MTD_V1_Adjust_PHI_230622 (17556219990),Spain,1,0.0,0.0162,1,0.0162
17,adwords,4w_MTD_V1_Adjust_PHI_230622 (17556219990),Ukraine,2,0.0,0.0068000000000000005,2,0.0068000000000000005
18,adwords,4w_MTD_V1_Adjust_PHI_230622 (17556219990),United States,14,0.0,2.1221,9,2.1221
19,adwords,4w_MTD_V1_DK UK SWI_ ADjust_240522 (17321325051),Algeria,1,0.0,0.0271,1,0.0276
20,adwords,4w_MTD_V1_DK UK SWI_ ADjust_240522 (17321325051),Australia,1,0.0,0.2622,1,0.2622
21,adwords,4w_MTD_V1_DK UK SWI_ ADjust_240522 (17321325051),Austria,1,0.0,0.1855,1,0.1855
22,adwords,4w_MTD_V1_DK UK SWI_ ADjust_240522 (17321325051),Bangladesh,9,0.0,0.0298,9,0.036000000000000004
23,adwords,4w_MTD_V1_DK UK SWI_ ADjust_240522 (17321325051),Brazil,1,0.0,0.0017,1,0.0017
24,adwords,4w_MTD_V1_DK UK SWI_ ADjust_240522 (17321325051),Canada,1,0.0,0.1987,1,0.1987
25,adwords,4w_MTD_V1_DK UK SWI_ ADjust_240522 (17321325051),China,2,0.0,0.0018,2,0.0018
26,adwords,4w_MTD_V1_DK UK SWI_ ADjust_240522 (17321325051),Croatia,1,0.0,0.0,1,0.0
27,adwords,4w_MTD_V1_DK UK SWI_ ADjust_240522 (17321325051),Cyprus,1,0.0,0.3575,1,0.3575
28,adwords,4w_MTD_V1_DK UK SWI_ ADjust_240522 (17321325051),Denmark,359,79.7982,55.308999999999976,69,59.01359999999998
29,adwords,4w_MTD_V1_DK UK SWI_ ADjust_240522 (17321325051),France,8,0.0,0.6304,7,0.6707
30,adwords,4w_MTD_V1_DK UK SWI_ ADjust_240522 (17321325051),Germany,5,0.0,0.5573,5,0.5573
31,adwords,4w_MTD_V1_DK UK SWI_ ADjust_240522 (17321325051),India,8,0.0,0.3657,8,0.40020000000000006
32,adwords,4w_MTD_V1_DK UK SWI_ ADjust_240522 (17321325051),Indonesia,14,0.0,0.266,12,0.2753
33,adwords,4w_MTD_V1_DK UK SWI_ ADjust_240522 (17321325051),"Iran, Islamic Republic Of",31,0.0,0.2376,28,0.276
34,adwords,4w_MTD_V1_DK UK SWI_ ADjust_240522 (17321325051),Iraq,2,0.0,0.0118,2,0.0118
35,adwords,4w_MTD_V1_DK UK SWI_ ADjust_240522 (17321325051),Ireland,1,0.0,0.3418,1,0.3418
36,adwords,4w_MTD_V1_DK UK SWI_ ADjust_240522 (17321325051),Isle Of Man,1,0.0,0.443,1,0.443
37,adwords,4w_MTD_V1_DK UK SWI_ ADjust_240522 (17321325051),Israel,1,0.0,0.1132,1,0.1132
38,adwords,4w_MTD_V1_DK UK SWI_ ADjust_240522 (17321325051),Italy,3,0.0,0.0526,3,0.0526
39,adwords,4w_MTD_V1_DK UK SWI_ ADjust_240522 (17321325051),Japan,4,0.0,0.8236,4,0.8236
40,adwords,4w_MTD_V1_DK UK SWI_ ADjust_240522 (17321325051),Jordan,1,0.0,0.0355,1,0.0355
41,adwords,4w_MTD_V1_DK UK SWI_ ADjust_240522 (17321325051),Liechtenstein,1,0.0,0.4945,1,0.4945
42,adwords,4w_MTD_V1_DK UK SWI_ ADjust_240522 (17321325051),Malaysia,11,0.0,0.8224,11,0.8604
43,adwords,4w_MTD_V1_DK UK SWI_ ADjust_240522 (17321325051),Moldova,1,0.0,0.0071,1,0.0071
44,adwords,4w_MTD_V1_DK UK SWI_ ADjust_240522 (17321325051),Morocco,2,0.0,0.034,2,0.034
45,adwords,4w_MTD_V1_DK UK SWI_ ADjust_240522 (17321325051),Myanmar,28,0.0,0.21530000000000002,23,0.2202
46,adwords,4w_MTD_V1_DK UK SWI_ ADjust_240522 (17321325051),Nepal,1,0.0,0.0018,1,0.0018
47,adwords,4w_MTD_V1_DK UK SWI_ ADjust_240522 (17321325051),Netherlands,4,0.0,0.504,4,0.5107
48,adwords,4w_MTD_V1_DK UK SWI_ ADjust_240522 (17321325051),Oman,4,0.0,0.1342,4,0.1995
49,adwords,4w_MTD_V1_DK UK SWI_ ADjust_240522 (17321325051),Pakistan,1,0.0,0.0079,1,0.0079
50,adwords,4w_MTD_V1_DK UK SWI_ ADjust_240522 (17321325051),Philippines,3,0.0,0.5737,2,0.5737
51,adwords,4w_MTD_V1_DK UK SWI_ ADjust_240522 (17321325051),Poland,1,0.0,0.0459,1,0.0459
52,adwords,4w_MTD_V1_DK UK SWI_ ADjust_240522 (17321325051),Russia,7,0.0,0.6913,6,0.6913
53,adwords,4w_MTD_V1_DK UK SWI_ ADjust_240522 (17321325051),Saudi Arabia,1,0.0,0.0646,1,0.0646
54,adwords,4w_MTD_V1_DK UK SWI_ ADjust_240522 (17321325051),Singapore,703,151.7907,132.0291,59,147.32600000000005
55,adwords,4w_MTD_V1_DK UK SWI_ ADjust_240522 (17321325051),Spain,1,0.0,0.0055,1,0.0055
56,adwords,4w_MTD_V1_DK UK SWI_ ADjust_240522 (17321325051),Switzerland,210,50.24410000000001,45.026099999999985,69,49.488899999999994
57,adwords,4w_MTD_V1_DK UK SWI_ ADjust_240522 (17321325051),Syrian Arab Republic,3,0.0,0.0076,3,0.0076
58,adwords,4w_MTD_V1_DK UK SWI_ ADjust_240522 (17321325051),Thailand,2,0.0,0.1229,2,0.1229
59,adwords,4w_MTD_V1_DK UK SWI_ ADjust_240522 (17321325051),Turkey,17,0.0,0.3188,15,0.3188
60,adwords,4w_MTD_V1_DK UK SWI_ ADjust_240522 (17321325051),Ukraine,1,0.0,0.0,1,0.0
61,adwords,4w_MTD_V1_DK UK SWI_ ADjust_240522 (17321325051),United Arab Emirates,3,0.0,0.2046,3,0.2046
62,adwords,4w_MTD_V1_DK UK SWI_ ADjust_240522 (17321325051),United Kingdom,1493,343.3994,296.2709,69,327.09270000000004
63,adwords,4w_MTD_V1_DK UK SWI_ ADjust_240522 (17321325051),United States,14,0.0,1.6408999999999998,13,1.7071999999999998
64,adwords,4w_MTD_V1_DK UK SWI_ ADjust_240522 (17321325051),Uzbekistan,3,0.0,0.0173,3,0.0173
65,adwords,4w_MTD_V1_DK UK SWI_ ADjust_240522 (17321325051),Viet Nam,1,0.0,0.0125,1,0.0125
66,adwords,4w_MTD_V1_FR DE SWE AT UK SING_240521 (17332961165),Algeria,1,0.0,0.0164,1,0.0164
67,adwords,4w_MTD_V1_FR DE SWE AT UK SING_240521 (17332961165),Austria,318,53.21689999999999,44.97259999999999,69,48.3781
68,adwords,4w_MTD_V1_FR DE SWE AT UK SING_240521 (17332961165),Bahrain,1,0.0,0.1526,1,0.168
69,adwords,4w_MTD_V1_FR DE SWE AT UK SING_240521 (17332961165),Bangladesh,1,0.0,0.0073,1,0.0073
70,adwords,4w_MTD_V1_FR DE SWE AT UK SING_240521 (17332961165),Belgium,2,0.0,0.0093,2,0.0093
71,adwords,4w_MTD_V1_FR DE SWE AT UK SING_240521 (17332961165),Canada,6,0.0,2.3185000000000002,5,2.3736
72,adwords,4w_MTD_V1_FR DE SWE AT UK SING_240521 (17332961165),China,1,0.0,0.0,1,0.0
73,adwords,4w_MTD_V1_FR DE SWE AT UK SING_240521 (17332961165),Croatia,3,0.0,0.023,3,0.023
74,adwords,4w_MTD_V1_FR DE SWE AT UK SING_240521 (17332961165),Czech Republic,3,0.0,0.3631,3,0.3631
75,adwords,4w_MTD_V1_FR DE SWE AT UK SING_240521 (17332961165),Estonia,1,0.0,0.0089,1,0.0089
76,adwords,4w_MTD_V1_FR DE SWE AT UK SING_240521 (17332961165),Finland,1,0.0,0.1203,1,0.1203
77,adwords,4w_MTD_V1_FR DE SWE AT UK SING_240521 (17332961165),France,2636,475.1141999999999,305.63370000000003,69,332.8487
78,adwords,4w_MTD_V1_FR DE SWE AT UK SING_240521 (17332961165),Germany,1692,317.64639999999997,259.2819999999999,69,278.0563
79,adwords,4w_MTD_V1_FR DE SWE AT UK SING_240521 (17332961165),Hungary,1,0.0,0.0317,1,0.0317
80,adwords,4w_MTD_V1_FR DE SWE AT UK SING_240521 (17332961165),India,4,0.0,0.0826,3,0.0826
81,adwords,4w_MTD_V1_FR DE SWE AT UK SING_240521 (17332961165),"Iran, Islamic Republic Of",48,0.0,0.28190000000000004,36,0.45720000000000005
82,adwords,4w_MTD_V1_FR DE SWE AT UK SING_240521 (17332961165),Iraq,11,0.0,0.038299999999999994,9,0.038299999999999994
83,adwords,4w_MTD_V1_FR DE SWE AT UK SING_240521 (17332961165),Italy,1,0.0,0.2027,1,0.2077
84,adwords,4w_MTD_V1_FR DE SWE AT UK SING_240521 (17332961165),Japan,1,0.0,0.1887,1,0.1887
85,adwords,4w_MTD_V1_FR DE SWE AT UK SING_240521 (17332961165),Jordan,4,0.0,0.0095,4,0.0095
86,adwords,4w_MTD_V1_FR DE SWE AT UK SING_240521 (17332961165),Kazakhstan,1,0.0,0.0028,1,0.0029
87,adwords,4w_MTD_V1_FR DE SWE AT UK SING_240521 (17332961165),Kyrgyzstan,1,0.0,0.0464,1,0.0464
88,adwords,4w_MTD_V1_FR DE SWE AT UK SING_240521 (17332961165),Lithuania,1,0.0,0.0112,1,0.0112
89,adwords,4w_MTD_V1_FR DE SWE AT UK SING_240521 (17332961165),Luxembourg,1,0.0,0.1497,1,0.1497
90,adwords,4w_MTD_V1_FR DE SWE AT UK SING_240521 (17332961165),Moldova,1,0.0,0.0136,1,0.0136
91,adwords,4w_MTD_V1_FR DE SWE AT UK SING_240521 (17332961165),Monaco,1,0.0,0.0079,1,0.0079
92,adwords,4w_MTD_V1_FR DE SWE AT UK SING_240521 (17332961165),Mongolia,1,0.0,0.0068,1,0.0068
93,adwords,4w_MTD_V1_FR DE SWE AT UK SING_240521 (17332961165),Morocco,1,0.0,0.0006,1,0.0006
94,adwords,4w_MTD_V1_FR DE SWE AT UK SING_240521 (17332961165),Myanmar,9,0.0,0.1336,9,0.1336
95,adwords,4w_MTD_V1_FR DE SWE AT UK SING_240521 (17332961165),Nepal,1,0.0,0.0055,1,0.0055
96,adwords,4w_MTD_V1_FR DE SWE AT UK SING_240521 (17332961165),Netherlands,4,0.0,0.043000000000000003,4,0.043000000000000003
97,adwords,4w_MTD_V1_FR DE SWE AT UK SING_240521 (17332961165),Oman,1,0.0,0.0082,1,0.0119
98,adwords,4w_MTD_V1_FR DE SWE AT UK SING_240521 (17332961165),Pakistan,1,0.0,0.0098,1,0.0098
99,adwords,4w_MTD_V1_FR DE SWE AT UK SING_240521 (17332961165),Poland,5,0.0,0.0839,4,0.0839
100,adwords,4w_MTD_V1_FR DE SWE AT UK SING_240521 (17332961165),Romania,1,0.0,0.0025,1,0.0028
101,adwords,4w_MTD_V1_FR DE SWE AT UK SING_240521 (17332961165),Russia,7,0.0,0.8261,7,0.8279
102,adwords,4w_MTD_V1_FR DE SWE AT UK SING_240521 (17332961165),Saudi Arabia,2,0.0,0.0478,2,0.0478
103,adwords,4w_MTD_V1_FR DE SWE AT UK SING_240521 (17332961165),Singapore,2,0.0,0.0171,2,0.0171
104,adwords,4w_MTD_V1_FR DE SWE AT UK SING_240521 (17332961165),Slovenia,4,0.0,0.132,4,0.1353
105,adwords,4w_MTD_V1_FR DE SWE AT UK SING_240521 (17332961165),South Africa,2,0.0,0.0713,2,0.0713
106,adwords,4w_MTD_V1_FR DE SWE AT UK SING_240521 (17332961165),Spain,2,0.0,0.0591,2,0.0591
107,adwords,4w_MTD_V1_FR DE SWE AT UK SING_240521 (17332961165),Sweden,337,56.0591,44.17900000000001,69,47.25060000000001
108,adwords,4w_MTD_V1_FR DE SWE AT UK SING_240521 (17332961165),Syrian Arab Republic,88,0.0,0.1747,46,0.1747
109,adwords,4w_MTD_V1_FR DE SWE AT UK SING_240521 (17332961165),Turkey,27,0.0,1.1945999999999999,21,1.1945999999999999
110,adwords,4w_MTD_V1_FR DE SWE AT UK SING_240521 (17332961165),Ukraine,2,0.0,0.18209999999999998,2,0.1928
111,adwords,4w_MTD_V1_FR DE SWE AT UK SING_240521 (17332961165),United Arab Emirates,1,0.0,0.0384,1,0.0384
112,adwords,4w_MTD_V1_FR DE SWE AT UK SING_240521 (17332961165),United Kingdom,11,0.0,1.5715000000000001,9,1.5715000000000001
113,adwords,4w_MTD_V1_FR DE SWE AT UK SING_240521 (17332961165),United States,16,0.0,0.9694,15,0.9694
114,adwords,4w_MTD_V1_FR DE SWE AT UK SING_240521 (17332961165),Uzbekistan,3,0.0,0.0763,3,0.0763
115,adwords,4w_MTD_V1_FR DE SWE AT UK SING_240521 (17332961165),Yemen,1,0.0,0.0043,1,0.0043
116,adwords,4w_MTD_V1_JP_GP_250222 (17321357481),China,2,0.0,0.0024,2,0.0024
117,adwords,4w_MTD_V1_JP_GP_250222 (17321357481),India,1,0.0,0.0059,1,0.0059
118,adwords,4w_MTD_V1_JP_GP_250222 (17321357481),Indonesia,1,0.0,0.1054,1,0.1054
119,adwords,4w_MTD_V1_JP_GP_250222 (17321357481),"Iran, Islamic Republic Of",3,0.0,0.1441,3,0.1441
120,adwords,4w_MTD_V1_JP_GP_250222 (17321357481),Japan,1166,571.5964999999999,509.45369999999997,43,549.0435000000001
121,adwords,4w_MTD_V1_JP_GP_250222 (17321357481),Myanmar,2,0.0,0.032299999999999995,2,0.032299999999999995
122,adwords,4w_MTD_V1_JP_GP_250222 (17321357481),Peru,1,0.0,0.0459,1,0.0523
123,adwords,4w_MTD_V1_JP_GP_250222 (17321357481),Russia,1,0.0,0.0265,1,0.0265
124,adwords,4w_MTD_V1_JP_GP_250222 (17321357481),Singapore,1,0.0,0.102,1,0.1512
125,adwords,4w_MTD_V1_JP_GP_250222 (17321357481),Turkey,1,0.0,0.0135,1,0.0135
126,adwords,4w_MTD_V1_KR HK_ 240522 (17333047898),Hong Kong,39,16.2192,13.334700000000002,11,14.3768
127,adwords,4w_MTD_V1_KR HK_ 240522 (17333047898),South Korea,26,11.9616,5.1273,3,6.459200000000001
128,adwords,4w_MTD_V1_PERU_240522 (17333076848),Ecuador,1,0.0,0.005,1,0.005
129,adwords,4w_MTD_V1_PERU_240522 (17333076848),Peru,4372,127.29470000000005,91.39990000000003,69,100.19460000000001
130,adwords,4w_MTD_V1_PERU_240522 (17333076848),United States,1,0.0,0.2041,1,0.2041
131,adwords,4w_MTD_V1_Poland_GP_121121 (15244499402),Belgium,1,0.0,0.0,1,0.0
132,adwords,4w_MTD_V1_Poland_GP_121121 (15244499402),Brazil,2,0.0,0.057800000000000004,2,0.057800000000000004
133,adwords,4w_MTD_V1_Poland_GP_121121 (15244499402),Croatia,1,0.0,0.0,1,0.0
134,adwords,4w_MTD_V1_Poland_GP_121121 (15244499402),Cyprus,1,0.0,0.0163,1,0.0163
135,adwords,4w_MTD_V1_Poland_GP_121121 (15244499402),Czech Republic,2,0.0,0.0998,2,0.1084
136,adwords,4w_MTD_V1_Poland_GP_121121 (15244499402),Egypt,1,0.0,0.0041,1,0.0041
137,adwords,4w_MTD_V1_Poland_GP_121121 (15244499402),France,3,0.0,0.0671,3,0.0671
138,adwords,4w_MTD_V1_Poland_GP_121121 (15244499402),Germany,8,0.0,0.8453,8,1.0292000000000001
139,adwords,4w_MTD_V1_Poland_GP_121121 (15244499402),Gibraltar,1,0.0,0.0349,1,0.0349
140,adwords,4w_MTD_V1_Poland_GP_121121 (15244499402),Israel,1,0.0,0.0218,1,0.0218
141,adwords,4w_MTD_V1_Poland_GP_121121 (15244499402),Italy,746,34.312,37.0213,40,38.95820000000001
142,adwords,4w_MTD_V1_Poland_GP_121121 (15244499402),Morocco,1,0.0,0.0099,1,0.0099
143,adwords,4w_MTD_V1_Poland_GP_121121 (15244499402),Netherlands,1,0.0,0.0003,1,0.0003
144,adwords,4w_MTD_V1_Poland_GP_121121 (15244499402),Poland,5230,273.0872,256.9650000000001,92,286.87020000000007
145,adwords,4w_MTD_V1_Poland_GP_121121 (15244499402),Portugal,550,27.529200000000003,20.583499999999994,68,22.1146
146,adwords,4w_MTD_V1_Poland_GP_121121 (15244499402),Romania,1,0.0,0.0034,1,0.0068
147,adwords,4w_MTD_V1_Poland_GP_121121 (15244499402),Russia,10,0.0,0.349,8,0.3849
148,adwords,4w_MTD_V1_Poland_GP_121121 (15244499402),Spain,690,35.6168,36.1566,68,39.469500000000004
149,adwords,4w_MTD_V1_Poland_GP_121121 (15244499402),Ukraine,2,0.0,0.0,2,0.0
150,adwords,4w_MTD_V1_Poland_GP_121121 (15244499402),United Kingdom,3,0.0,0.5925,3,0.5925
151,adwords,4w_MTD_V1_Poland_GP_121121 (15244499402),United States,2,0.0,0.1049,2,0.1049
152,adwords,4w_MTD_V1_Portugal_GP_081121 (15207425685),Portugal,263,12.808400000000002,11.248500000000002,28,13.255900000000004
153,adwords,4w_MTD_V1_Portugal_GP_081121 (15207425685),Spain,1,0.0,0.0266,1,0.0266
154,adwords,4w_MTD_V1_RU UKR_220622 (17550453571),Croatia,1,0.0,0.0247,1,0.0247
155,adwords,4w_MTD_V1_RU UKR_220622 (17550453571),Germany,2,0.0,0.038,2,0.038
156,adwords,4w_MTD_V1_RU UKR_220622 (17550453571),Kazakhstan,1,0.0,0.0165,1,0.0165
157,adwords,4w_MTD_V1_RU UKR_220622 (17550453571),Moldova,1,0.0,0.0006,1,0.0006
158,adwords,4w_MTD_V1_RU UKR_220622 (17550453571),Romania,1,0.0,0.0255,1,0.0269
159,adwords,4w_MTD_V1_RU UKR_220622 (17550453571),Russia,68,0.0,1.5128,12,1.5468
160,adwords,4w_MTD_V1_RU UKR_220622 (17550453571),Ukraine,1744,52.3997,24.508799999999994,26,26.3836
161,adwords,4w_MTD_V1_RU UKR_220622 (17550453571),United States,2,0.0,0.47109999999999996,2,0.47109999999999996
162,adwords,4w_MTD_V1_SA_240522 (17321368308),Canada,2,0.0,0.379,2,0.379
163,adwords,4w_MTD_V1_SA_240522 (17321368308),Egypt,3,0.0,0.0097,3,0.0097
164,adwords,4w_MTD_V1_SA_240522 (17321368308),France,12,0.0,1.2999999999999998,12,1.3347
165,adwords,4w_MTD_V1_SA_240522 (17321368308),Germany,10,0.0,0.875,9,0.8758000000000001
166,adwords,4w_MTD_V1_SA_240522 (17321368308),Indonesia,1,0.0,0.0313,1,0.0313
167,adwords,4w_MTD_V1_SA_240522 (17321368308),"Iran, Islamic Republic Of",2,0.0,0.0,2,0.0
168,adwords,4w_MTD_V1_SA_240522 (17321368308),Iraq,3,0.0,0.049300000000000004,3,0.049300000000000004
169,adwords,4w_MTD_V1_SA_240522 (17321368308),Israel,1,0.0,0.0345,1,0.0345
170,adwords,4w_MTD_V1_SA_240522 (17321368308),Jordan,1,0.0,0.0114,1,0.0114
171,adwords,4w_MTD_V1_SA_240522 (17321368308),Morocco,1,0.0,0.0011,1,0.0011
172,adwords,4w_MTD_V1_SA_240522 (17321368308),Myanmar,3,0.0,0.0581,3,0.08789999999999999
173,adwords,4w_MTD_V1_SA_240522 (17321368308),Netherlands,1,0.0,0.132,1,0.132
174,adwords,4w_MTD_V1_SA_240522 (17321368308),Oman,1,0.0,0.0002,1,0.0002
175,adwords,4w_MTD_V1_SA_240522 (17321368308),Pakistan,1,0.0,0.0242,1,0.0242
176,adwords,4w_MTD_V1_SA_240522 (17321368308),Saudi Arabia,5969,404.5662999999999,349.09190000000007,69,377.12090000000006
177,adwords,4w_MTD_V1_SA_240522 (17321368308),Syrian Arab Republic,2,0.0,0.2204,2,0.2204
178,adwords,4w_MTD_V1_SA_240522 (17321368308),United Kingdom,4,0.0,0.5637,3,0.7572
179,adwords,4w_MTD_V1_SA_240522 (17321368308),United States,4,0.0,0.4801,4,0.4801
180,adwords,4w_MTD_V1_Sing_GP_111121 (15225322680),Belgium,539,93.0788,66.10310000000003,31,75.70150000000001
181,adwords,4w_MTD_V1_Sing_GP_111121 (15225322680),China,1,0.0,0.1321,1,0.1321
182,adwords,4w_MTD_V1_Sing_GP_111121 (15225322680),Dominican Republic,1,0.0,0.0005,1,0.0005
183,adwords,4w_MTD_V1_Sing_GP_111121 (15225322680),France,5,0.0,0.5519000000000001,4,0.5892999999999999
184,adwords,4w_MTD_V1_Sing_GP_111121 (15225322680),India,3,0.0,0.07500000000000001,3,0.07500000000000001
185,adwords,4w_MTD_V1_Sing_GP_111121 (15225322680),Indonesia,4,0.0,0.1124,3,0.1124
186,adwords,4w_MTD_V1_Sing_GP_111121 (15225322680),"Iran, Islamic Republic Of",1,0.0,0.3349,1,0.3349
187,adwords,4w_MTD_V1_Sing_GP_111121 (15225322680),Japan,1,0.0,0.0882,1,0.0882
188,adwords,4w_MTD_V1_Sing_GP_111121 (15225322680),Jordan,1,0.0,0.0,1,0.0
189,adwords,4w_MTD_V1_Sing_GP_111121 (15225322680),Malaysia,1,0.0,0.0908,1,0.0908
190,adwords,4w_MTD_V1_Sing_GP_111121 (15225322680),Mongolia,1,0.0,0.0074,1,0.0074
191,adwords,4w_MTD_V1_Sing_GP_111121 (15225322680),Myanmar,13,0.0,0.6498,9,0.6498
192,adwords,4w_MTD_V1_Sing_GP_111121 (15225322680),Netherlands,1,0.0,0.0223,1,0.1385
193,adwords,4w_MTD_V1_Sing_GP_111121 (15225322680),Russia,1,0.0,0.0,1,0.0
194,adwords,4w_MTD_V1_Sing_GP_111121 (15225322680),Singapore,284,47.63669999999998,52.8288,29,62.05810000000001
195,adwords,4w_MTD_V1_Sing_GP_111121 (15225322680),Turkey,1,0.0,0.0,1,0.0
196,adwords,4w_MTD_V1_Sing_GP_111121 (15225322680),United Kingdom,1,0.0,0.1073,1,0.1073
197,adwords,4w_MTD_V1_Sing_GP_111121 (15225322680),Viet Nam,1,0.0,0.0002,1,0.0002
198,adwords,4w_MTD_V1_Sing_GP_250522 (17336302478),Bangladesh,3,0.0,0.005999999999999999,2,0.005999999999999999
199,adwords,4w_MTD_V1_Sing_GP_250522 (17336302478),Canada,1,0.0,0.0,1,0.0
200,adwords,4w_MTD_V1_Sing_GP_250522 (17336302478),China,1,0.0,0.0007,1,0.0029
201,adwords,4w_MTD_V1_Sing_GP_250522 (17336302478),France,2,0.0,0.0154,2,0.0154
202,adwords,4w_MTD_V1_Sing_GP_250522 (17336302478),India,2,0.0,0.0037,2,0.0037
203,adwords,4w_MTD_V1_Sing_GP_250522 (17336302478),Indonesia,4,0.0,0.1471,4,0.1471
204,adwords,4w_MTD_V1_Sing_GP_250522 (17336302478),Iraq,2,0.0,0.010700000000000001,2,0.010700000000000001
205,adwords,4w_MTD_V1_Sing_GP_250522 (17336302478),Malaysia,2,0.0,0.0165,1,0.0165
206,adwords,4w_MTD_V1_Sing_GP_250522 (17336302478),Myanmar,13,0.0,0.3073,7,0.3113
207,adwords,4w_MTD_V1_Sing_GP_250522 (17336302478),Oman,1,0.0,0.0097,1,0.0097
208,adwords,4w_MTD_V1_Sing_GP_250522 (17336302478),Saudi Arabia,1,0.0,0.0094,1,0.0094
209,adwords,4w_MTD_V1_Sing_GP_250522 (17336302478),Singapore,224,61.4167,41.2994,17,47.433
210,adwords,4w_MTD_V1_Sing_GP_250522 (17336302478),Thailand,2,0.0,0.0069,2,0.0069
211,adwords,4w_MTD_V1_Sing_GP_250522 (17336302478),Turkey,1,0.0,0.0025,1,0.0025
212,adwords,4w_MTD_V1_Sing_GP_250522 (17336302478),Viet Nam,2,0.0,0.0192,2,0.0192
213,adwords,4w_MTD_V1_Spain_GP_081121 (15207125985),France,1,0.0,0.1254,1,0.1254
214,adwords,4w_MTD_V1_Spain_GP_081121 (15207125985),Italy,355,20.409400000000005,19.0752,27,22.79130000000001
215,adwords,4w_MTD_V1_Spain_GP_081121 (15207125985),Pakistan,1,0.0,0.0094,1,0.0094
216,adwords,4w_MTD_V1_Spain_GP_081121 (15207125985),Slovenia,1,0.0,0.009,1,0.009
217,adwords,4w_MTD_V1_Spain_GP_081121 (15207125985),Spain,328,18.822200000000002,15.247200000000005,26,17.710800000000006
218,adwords,4w_MTD_V1_Spain_GP_081121 (15207125985),Ukraine,1,0.0,0.2461,1,0.2461
219,adwords,4w_MTD_V1_Spain_GP_081121 (15207125985),United Kingdom,1,0.0,0.0342,1,0.0342
